dist_code,date,sector,investment in cr,number_of_employees,district,month,quarter,fiscal_year
21_1,01-08-2022,Food Processing,1.5,8,Hanumakonda,Aug,Q2,2022
21_3,01-08-2022,Granite and Stone Crushing,1.18,30,Jangoan,Aug,Q2,2022
17_3,01-08-2022,Pharmaceuticals and Chemicals,9.3559,104,Siddipet,Aug,Q2,2022
17_3,01-08-2022,Paper and Printing,36.62,240,Siddipet,Aug,Q2,2022
17_3,01-08-2022,Others,1.6533,56,Siddipet,Aug,Q2,2022
17_3,01-08-2022,Granite and Stone Crushing,0.25,10,Siddipet,Aug,Q2,2022
17_3,01-08-2022,Food Processing,20.02,175,Siddipet,Aug,Q2,2022
15_2,01-08-2022,R&D,115.05,66,Medchal_Malkajgiri,Aug,Q2,2022
14_1,01-08-2022,Engineering,1.7795,70,Mahabubnagar,Aug,Q2,2022
14_1,01-08-2022,Granite and Stone Crushing,6.66,50,Mahabubnagar,Aug,Q2,2022
21_2,01-08-2022,Agro based incl Cold Storages,1.054,15,Warangal,Aug,Q2,2022
21_2,01-08-2022,Engineering,1.711,20,Warangal,Aug,Q2,2022
21_3,01-08-2022,Food Processing,0.523,21,Jangoan,Aug,Q2,2022
21_1,01-08-2022,Others,9.0,98,Hanumakonda,Aug,Q2,2022
19_1,01-08-2022,Agro based incl Cold Storages,1.95,10,Adilabad,Aug,Q2,2022
15_1,01-08-2022,Engineering,1.3402,20,Rangareddy,Aug,Q2,2022
15_3,01-08-2022,Others,0.955,25,Vikarabad,Aug,Q2,2022
15_3,01-08-2022,Granite and Stone Crushing,0.1602,4,Vikarabad,Aug,Q2,2022
15_3,01-08-2022,Food Processing,2.5354,40,Vikarabad,Aug,Q2,2022
15_3,01-08-2022,Engineering,0.98,15,Vikarabad,Aug,Q2,2022
15_3,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10,Vikarabad,Aug,Q2,2022
19_4,01-08-2022,Beverages,0.8501,6,Kumurambheem Asifabad,Aug,Q2,2022
23_3,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.88,45,Yadadri Bhuvanagiri,Aug,Q2,2022
15_1,01-08-2022,Electrical and Electronic Products,1.4681,55,Rangareddy,Aug,Q2,2022
23_3,01-08-2022,Engineering,24.9732,158,Yadadri Bhuvanagiri,Aug,Q2,2022
23_3,01-08-2022,Food Processing,1.0,5,Yadadri Bhuvanagiri,Aug,Q2,2022
23_3,01-08-2022,Granite and Stone Crushing,1.9,25,Yadadri Bhuvanagiri,Aug,Q2,2022
23_3,01-08-2022,Others,0.8433,12,Yadadri Bhuvanagiri,Aug,Q2,2022
23_3,01-08-2022,Pharmaceuticals and Chemicals,1.74,10,Yadadri Bhuvanagiri,Aug,Q2,2022
23_3,01-08-2022,Plastic and Rubber,1.688,20,Yadadri Bhuvanagiri,Aug,Q2,2022
14_2,01-08-2022,Food Processing,1.2256,25,Jogulamba Gadwal,Aug,Q2,2022
14_2,01-08-2022,Textiles,0.7225,10,Jogulamba Gadwal,Aug,Q2,2022
20_3,01-08-2022,Engineering,0.0928,3,Rajanna Sircilla,Aug,Q2,2022
15_3,01-08-2022,Wood and Leather,0.75,100,Vikarabad,Aug,Q2,2022
20_3,01-08-2022,Food Processing,1.4525,49,Rajanna Sircilla,Aug,Q2,2022
20_1,01-08-2022,Beverages,0.4,10,Karimnagar,Aug,Q2,2022
20_1,01-08-2022,Engineering,0.5455,18,Karimnagar,Aug,Q2,2022
21_6,01-08-2022,Food Processing,1.75,29,Mulugu,Aug,Q2,2022
20_2,01-08-2022,Agro based incl Cold Storages,0.25,6,Jagtial,Aug,Q2,2022
20_2,01-08-2022,Beverages,0.211,6,Jagtial,Aug,Q2,2022
20_2,01-08-2022,Engineering,0.05,2,Jagtial,Aug,Q2,2022
20_2,01-08-2022,Food Processing,1.72,53,Jagtial,Aug,Q2,2022
17_1,01-08-2022,Electrical and Electronic Products,6.5979,40,Medak,Aug,Q2,2022
20_2,01-08-2022,Others,0.25,4,Jagtial,Aug,Q2,2022
17_1,01-08-2022,Engineering,0.4485,9,Medak,Aug,Q2,2022
17_1,01-08-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.5,10,Medak,Aug,Q2,2022
17_1,01-08-2022,Food Processing,9.5,15,Medak,Aug,Q2,2022
17_1,01-08-2022,Granite and Stone Crushing,0.202,7,Medak,Aug,Q2,2022
17_1,01-08-2022,Others,4.6527,200,Medak,Aug,Q2,2022
17_1,01-08-2022,Plastic and Rubber,0.24,1,Medak,Aug,Q2,2022
20_1,01-08-2022,Wood and Leather,0.4086,8,Karimnagar,Aug,Q2,2022
20_1,01-08-2022,Others,2.5582,44,Karimnagar,Aug,Q2,2022
20_1,01-08-2022,Granite and Stone Crushing,4.167,151,Karimnagar,Aug,Q2,2022
20_1,01-08-2022,Food Processing,1.7451,30,Karimnagar,Aug,Q2,2022
20_1,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1735,5,Karimnagar,Aug,Q2,2022
20_3,01-08-2022,Wood and Leather,0.1257,4,Rajanna Sircilla,Aug,Q2,2022
23_2,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",946.707,270,Suryapet,Aug,Q2,2022
22_1,01-08-2022,Beverages,0.065,2,Khammam,Aug,Q2,2022
17_2,01-08-2022,R&D,56.32,100,Sangareddy,Aug,Q2,2022
15_1,01-08-2022,"Real Estate,Industrial Parks and IT Buildings",1517.07,144,Rangareddy,Aug,Q2,2022
22_2,01-08-2022,Food Processing,0.9,10,Bhadradri Kothagudem,Aug,Q2,2022
20_4,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,6,Peddapalli,Aug,Q2,2022
19_1,01-08-2022,Food Processing,0.65,15,Adilabad,Aug,Q2,2022
15_1,01-08-2022,Wood and Leather,0.2,10,Rangareddy,Aug,Q2,2022
17_2,01-08-2022,Plastic and Rubber,26.05,250,Sangareddy,Aug,Q2,2022
15_1,01-08-2022,Solar and Other Renewable Energy,2.3,100,Rangareddy,Aug,Q2,2022
14_4,01-08-2022,Food Processing,0.62,20,Wanaparthy,Aug,Q2,2022
18_2,01-08-2022,Engineering,0.1,10,Kamareddy,Aug,Q2,2022
21_5,01-08-2022,Others,0.87,8,Mahabubabad,Aug,Q2,2022
21_5,01-08-2022,Granite and Stone Crushing,0.16,15,Mahabubabad,Aug,Q2,2022
21_5,01-08-2022,Food Processing,1.15,11,Mahabubabad,Aug,Q2,2022
17_2,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10,Sangareddy,Aug,Q2,2022
14_4,01-08-2022,Agro based incl Cold Storages,0.46,10,Wanaparthy,Aug,Q2,2022
17_2,01-08-2022,Pharmaceuticals and Chemicals,18.125,675,Sangareddy,Aug,Q2,2022
21_5,01-08-2022,Wood and Leather,0.055,3,Mahabubabad,Aug,Q2,2022
17_2,01-08-2022,Others,3.0327,57,Sangareddy,Aug,Q2,2022
22_1,01-08-2022,Engineering,0.26,5,Khammam,Aug,Q2,2022
22_1,01-08-2022,Food Processing,3.348,20,Khammam,Aug,Q2,2022
15_1,01-08-2022,Food Processing,21.05,145,Rangareddy,Aug,Q2,2022
15_1,01-08-2022,Granite and Stone Crushing,0.25,5,Rangareddy,Aug,Q2,2022
17_2,01-08-2022,Paper and Printing,9.7901,40,Sangareddy,Aug,Q2,2022
15_1,01-08-2022,Paper and Printing,10.5687,45,Rangareddy,Aug,Q2,2022
15_1,01-08-2022,Pharmaceuticals and Chemicals,1.4,20,Rangareddy,Aug,Q2,2022
15_1,01-08-2022,Textiles,2.2826,10,Rangareddy,Aug,Q2,2022
22_1,01-08-2022,Granite and Stone Crushing,1.8646,10,Khammam,Aug,Q2,2022
15_1,01-08-2022,Plastic and Rubber,1417.4197,916,Rangareddy,Aug,Q2,2022
17_2,01-08-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,212,Sangareddy,Aug,Q2,2022
17_2,01-08-2022,Engineering,3.256,18,Sangareddy,Aug,Q2,2022
22_1,01-08-2022,Plastic and Rubber,0.125,4,Khammam,Aug,Q2,2022
22_1,01-08-2022,Paper and Printing,0.0625,2,Khammam,Aug,Q2,2022
17_2,01-08-2022,Food Processing,5.9909,87,Sangareddy,Aug,Q2,2022
22_1,01-08-2022,Others,0.25,10,Khammam,Aug,Q2,2022
23_3,01-09-2022,Pharmaceuticals and Chemicals,1.3,5,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Plastic and Rubber,5.418,88,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,R&D,23.0485,70,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Granite and Stone Crushing,0.82,28,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Food Processing,1.93,13,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.994,12,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Engineering,23.2771,237,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Electrical and Electronic Products,8.3,40,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4574,25,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Agro based incl Cold Storages,1.31,15,Yadadri Bhuvanagiri,Sep,Q2,2022
22_2,01-09-2022,Agro based incl Cold Storages,0.9366,5,Bhadradri Kothagudem,Sep,Q2,2022
22_2,01-09-2022,Beverages,0.02,2,Bhadradri Kothagudem,Sep,Q2,2022
23_3,01-09-2022,Paper and Printing,4.8778,50,Yadadri Bhuvanagiri,Sep,Q2,2022
23_3,01-09-2022,Others,1.8,81,Yadadri Bhuvanagiri,Sep,Q2,2022
14_3,01-09-2022,Others,0.25,5,Nagarkurnool,Sep,Q2,2022
23_2,01-09-2022,Beverages,0.95,1,Suryapet,Sep,Q2,2022
23_1,01-09-2022,Beverages,0.2134,4,Nalgonda,Sep,Q2,2022
14_4,01-09-2022,Food Processing,0.6581,20,Wanaparthy,Sep,Q2,2022
23_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.9459,13,Nalgonda,Sep,Q2,2022
23_1,01-09-2022,Food Processing,1.126,23,Nalgonda,Sep,Q2,2022
23_1,01-09-2022,Others,0.25,5,Nalgonda,Sep,Q2,2022
22_1,01-09-2022,Plastic and Rubber,0.42,6,Khammam,Sep,Q2,2022
22_1,01-09-2022,Paper and Printing,0.0528,2,Khammam,Sep,Q2,2022
22_1,01-09-2022,Others,1.255,21,Khammam,Sep,Q2,2022
14_3,01-09-2022,Agro based incl Cold Storages,0.7,10,Nagarkurnool,Sep,Q2,2022
14_1,01-09-2022,Solar and Other Renewable Energy,403.423,20,Mahabubnagar,Sep,Q2,2022
14_1,01-09-2022,Pharmaceuticals and Chemicals,5.9,40,Mahabubnagar,Sep,Q2,2022
14_1,01-09-2022,Others,0.25,100,Mahabubnagar,Sep,Q2,2022
14_1,01-09-2022,Granite and Stone Crushing,0.0007,104,Mahabubnagar,Sep,Q2,2022
14_1,01-09-2022,Food Processing,4.0,20,Mahabubnagar,Sep,Q2,2022
14_3,01-09-2022,Food Processing,2.5846,33,Nagarkurnool,Sep,Q2,2022
14_2,01-09-2022,Food Processing,2.4088,67,Jogulamba Gadwal,Sep,Q2,2022
14_2,01-09-2022,Textiles,0.422,10,Jogulamba Gadwal,Sep,Q2,2022
14_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3678,9,Mahabubnagar,Sep,Q2,2022
22_1,01-09-2022,Granite and Stone Crushing,1.18,20,Khammam,Sep,Q2,2022
22_1,01-09-2022,Food Processing,16.0778,101,Khammam,Sep,Q2,2022
22_1,01-09-2022,Engineering,0.08,2,Khammam,Sep,Q2,2022
22_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,10,Khammam,Sep,Q2,2022
23_2,01-09-2022,Pharmaceuticals and Chemicals,15.13,51,Suryapet,Sep,Q2,2022
14_3,01-09-2022,Pharmaceuticals and Chemicals,0.52,10,Nagarkurnool,Sep,Q2,2022
14_1,01-09-2022,Wood and Leather,7.7254,45,Mahabubnagar,Sep,Q2,2022
23_3,01-09-2022,Textiles,0.44,10,Yadadri Bhuvanagiri,Sep,Q2,2022
15_2,01-09-2022,Engineering,10.21,187,Medchal_Malkajgiri,Sep,Q2,2022
17_3,01-09-2022,R&D,0.9,109,Siddipet,Sep,Q2,2022
17_3,01-09-2022,Plastic and Rubber,4.8133,45,Siddipet,Sep,Q2,2022
18_2,01-09-2022,Engineering,0.191,8,Kamareddy,Sep,Q2,2022
18_2,01-09-2022,Food Processing,0.43,10,Kamareddy,Sep,Q2,2022
15_2,01-09-2022,Plastic and Rubber,6.7125,81,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,R&D,221.2,126,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,Wood and Leather,0.45,14,Medchal_Malkajgiri,Sep,Q2,2022
21_6,01-09-2022,Food Processing,0.16,4,Mulugu,Sep,Q2,2022
21_6,01-09-2022,Others,0.08,4,Mulugu,Sep,Q2,2022
20_1,01-09-2022,Others,3.0184,49,Karimnagar,Sep,Q2,2022
20_1,01-09-2022,Granite and Stone Crushing,4.01,105,Karimnagar,Sep,Q2,2022
20_1,01-09-2022,Food Processing,0.12,2,Karimnagar,Sep,Q2,2022
20_1,01-09-2022,Engineering,0.545,12,Karimnagar,Sep,Q2,2022
20_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.67,16,Karimnagar,Sep,Q2,2022
20_1,01-09-2022,Beverages,0.41,8,Karimnagar,Sep,Q2,2022
17_2,01-09-2022,Agro based incl Cold Storages,11.9,100,Sangareddy,Sep,Q2,2022
17_2,01-09-2022,Beverages,0.14,2,Sangareddy,Sep,Q2,2022
17_2,01-09-2022,Engineering,9.072,94,Sangareddy,Sep,Q2,2022
18_1,01-09-2022,Food Processing,2.908,70,Nizamabad,Sep,Q2,2022
21_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,6,Hanumakonda,Sep,Q2,2022
21_1,01-09-2022,Engineering,1.2,36,Hanumakonda,Sep,Q2,2022
15_2,01-09-2022,Pharmaceuticals and Chemicals,90.1224,257,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,Paper and Printing,1.6067,30,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,Others,0.6906,155,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,Food Processing,120.796,190,Medchal_Malkajgiri,Sep,Q2,2022
20_3,01-09-2022,Plastic and Rubber,0.21,8,Rajanna Sircilla,Sep,Q2,2022
20_3,01-09-2022,Food Processing,2.035,74,Rajanna Sircilla,Sep,Q2,2022
18_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,10,Nizamabad,Sep,Q2,2022
20_3,01-09-2022,Agro based incl Cold Storages,0.24,8,Rajanna Sircilla,Sep,Q2,2022
18_1,01-09-2022,Agro based incl Cold Storages,1.92,5,Nizamabad,Sep,Q2,2022
23_3,01-09-2022,Solar and Other Renewable Energy,1.7052,13,Yadadri Bhuvanagiri,Sep,Q2,2022
20_4,01-09-2022,Beverages,0.1,5,Peddapalli,Sep,Q2,2022
20_4,01-09-2022,Food Processing,0.615,3,Peddapalli,Sep,Q2,2022
20_2,01-09-2022,Food Processing,1.43,28,Jagtial,Sep,Q2,2022
20_2,01-09-2022,Engineering,0.251,4,Jagtial,Sep,Q2,2022
21_1,01-09-2022,Food Processing,0.57,9,Hanumakonda,Sep,Q2,2022
20_2,01-09-2022,Beverages,0.11,4,Jagtial,Sep,Q2,2022
21_3,01-09-2022,Food Processing,5.07,78,Jangoan,Sep,Q2,2022
21_3,01-09-2022,Engineering,0.206,4,Jangoan,Sep,Q2,2022
20_4,01-09-2022,Granite and Stone Crushing,1.1,10,Peddapalli,Sep,Q2,2022
21_5,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,9,Mahabubabad,Sep,Q2,2022
21_5,01-09-2022,Granite and Stone Crushing,0.255,15,Mahabubabad,Sep,Q2,2022
21_5,01-09-2022,Wood and Leather,0.078,5,Mahabubabad,Sep,Q2,2022
15_2,01-09-2022,Agro based incl Cold Storages,139.101,375,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0,20,Medchal_Malkajgiri,Sep,Q2,2022
15_2,01-09-2022,Electrical and Electronic Products,0.95,23,Medchal_Malkajgiri,Sep,Q2,2022
17_3,01-09-2022,Wood and Leather,0.25,8,Siddipet,Sep,Q2,2022
21_3,01-09-2022,Others,1.0,9,Jangoan,Sep,Q2,2022
21_1,01-09-2022,Granite and Stone Crushing,2.105,25,Hanumakonda,Sep,Q2,2022
18_1,01-09-2022,Engineering,0.07,3,Nizamabad,Sep,Q2,2022
17_2,01-09-2022,Food Processing,14.7971,136,Sangareddy,Sep,Q2,2022
17_2,01-09-2022,Pharmaceuticals and Chemicals,16.0,100,Sangareddy,Sep,Q2,2022
21_1,01-09-2022,Others,1.39,28,Hanumakonda,Sep,Q2,2022
15_1,01-09-2022,Engineering,4.805,85,Rangareddy,Sep,Q2,2022
17_2,01-09-2022,R&D,3.72,49,Sangareddy,Sep,Q2,2022
15_1,01-09-2022,Electrical and Electronic Products,0.23,10,Rangareddy,Sep,Q2,2022
14_5,01-09-2022,Food Processing,1.4875,20,Narayanpet,Sep,Q2,2022
15_1,01-09-2022,Agro based incl Cold Storages,2.51,25,Rangareddy,Sep,Q2,2022
21_2,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.28,7,Warangal,Sep,Q2,2022
17_1,01-09-2022,Beverages,2.0,20,Medak,Sep,Q2,2022
17_1,01-09-2022,Electrical and Electronic Products,27.0,50,Medak,Sep,Q2,2022
17_1,01-09-2022,Engineering,8.6413,70,Medak,Sep,Q2,2022
17_1,01-09-2022,Food Processing,2.03,24,Medak,Sep,Q2,2022
17_1,01-09-2022,Others,15.0,50,Medak,Sep,Q2,2022
17_1,01-09-2022,Paper and Printing,3.5,50,Medak,Sep,Q2,2022
17_1,01-09-2022,Pharmaceuticals and Chemicals,51.8156,225,Medak,Sep,Q2,2022
17_1,01-09-2022,Plastic and Rubber,0.1,10,Medak,Sep,Q2,2022
19_2,01-09-2022,Plastic and Rubber,0.0587,1,Nirmal,Sep,Q2,2022
19_2,01-09-2022,Food Processing,4.7,79,Nirmal,Sep,Q2,2022
19_2,01-09-2022,Engineering,1.93,18,Nirmal,Sep,Q2,2022
21_2,01-09-2022,Engineering,0.12,6,Warangal,Sep,Q2,2022
21_2,01-09-2022,Food Processing,0.12,6,Warangal,Sep,Q2,2022
15_1,01-09-2022,Food Processing,0.5,100,Rangareddy,Sep,Q2,2022
15_1,01-09-2022,Others,15.8127,265,Rangareddy,Sep,Q2,2022
17_2,01-09-2022,Plastic and Rubber,93.18,221,Sangareddy,Sep,Q2,2022
19_3,01-09-2022,Engineering,0.16,1,Mancherial,Sep,Q2,2022
21_7,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0525,8,Jayashankar Bhupalpally,Sep,Q2,2022
21_7,01-09-2022,Food Processing,2.182,21,Jayashankar Bhupalpally,Sep,Q2,2022
21_7,01-09-2022,Others,5.2,10,Jayashankar Bhupalpally,Sep,Q2,2022
17_3,01-09-2022,Food Processing,8.6218,60,Siddipet,Sep,Q2,2022
15_1,01-09-2022,Wood and Leather,17.3795,110,Rangareddy,Sep,Q2,2022
15_3,01-09-2022,Agro based incl Cold Storages,0.25,5,Vikarabad,Sep,Q2,2022
15_3,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5,Vikarabad,Sep,Q2,2022
15_1,01-09-2022,Paper and Printing,0.5,8,Rangareddy,Sep,Q2,2022
15_3,01-09-2022,Granite and Stone Crushing,0.125,14,Vikarabad,Sep,Q2,2022
15_1,01-09-2022,Plastic and Rubber,150.0097,155,Rangareddy,Sep,Q2,2022
15_3,01-09-2022,Food Processing,1.4865,39,Vikarabad,Sep,Q2,2022
19_3,01-09-2022,Food Processing,1.22,29,Mancherial,Sep,Q2,2022
19_1,01-09-2022,Beverages,0.055,1,Adilabad,Sep,Q2,2022
19_3,01-09-2022,Plastic and Rubber,0.15,4,Mancherial,Sep,Q2,2022
19_1,01-09-2022,Others,0.238,10,Adilabad,Sep,Q2,2022
17_2,01-09-2022,Paper and Printing,0.0001,200,Sangareddy,Sep,Q2,2022
17_2,01-09-2022,Others,0.725,502,Sangareddy,Sep,Q2,2022
15_1,01-09-2022,Pharmaceuticals and Chemicals,25.5,109,Rangareddy,Sep,Q2,2022
18_1,01-10-2022,Food Processing,3.86,50,Nizamabad,Oct,Q3,2022
17_3,01-10-2022,R&D,0.06,150,Siddipet,Oct,Q3,2022
17_3,01-10-2022,Granite and Stone Crushing,1.5,25,Siddipet,Oct,Q3,2022
20_4,01-10-2022,Food Processing,1.315,23,Peddapalli,Oct,Q3,2022
17_3,01-10-2022,Food Processing,0.3415,1,Siddipet,Oct,Q3,2022
17_3,01-10-2022,Engineering,3.1427,16,Siddipet,Oct,Q3,2022
21_2,01-10-2022,Food Processing,0.3,9,Warangal,Oct,Q3,2022
21_1,01-10-2022,Others,1.6,18,Hanumakonda,Oct,Q3,2022
21_1,01-10-2022,Food Processing,1.91,15,Hanumakonda,Oct,Q3,2022
21_1,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,9,Hanumakonda,Oct,Q3,2022
18_1,01-10-2022,Engineering,0.06,2,Nizamabad,Oct,Q3,2022
18_1,01-10-2022,Others,0.15,5,Nizamabad,Oct,Q3,2022
20_4,01-10-2022,Pharmaceuticals and Chemicals,0.6,15,Peddapalli,Oct,Q3,2022
21_1,01-10-2022,Paper and Printing,0.66,8,Hanumakonda,Oct,Q3,2022
20_4,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.31,12,Peddapalli,Oct,Q3,2022
20_3,01-10-2022,Plastic and Rubber,0.2346,8,Rajanna Sircilla,Oct,Q3,2022
20_1,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,14,Karimnagar,Oct,Q3,2022
20_1,01-10-2022,Agro based incl Cold Storages,0.352,14,Karimnagar,Oct,Q3,2022
14_1,01-10-2022,Beverages,10.0,198,Mahabubnagar,Oct,Q3,2022
14_1,01-10-2022,Agro based incl Cold Storages,1.435,18,Mahabubnagar,Oct,Q3,2022
15_3,01-10-2022,Agro based incl Cold Storages,0.95,10,Vikarabad,Oct,Q3,2022
15_3,01-10-2022,Engineering,0.1,2,Vikarabad,Oct,Q3,2022
15_3,01-10-2022,Food Processing,1.26,16,Vikarabad,Oct,Q3,2022
15_3,01-10-2022,Granite and Stone Crushing,0.15,6,Vikarabad,Oct,Q3,2022
23_2,01-10-2022,Agro based incl Cold Storages,1.4271,30,Suryapet,Oct,Q3,2022
23_2,01-10-2022,Food Processing,0.7,9,Suryapet,Oct,Q3,2022
19_3,01-10-2022,Plastic and Rubber,0.15,4,Mancherial,Oct,Q3,2022
19_3,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,12,Mancherial,Oct,Q3,2022
17_1,01-10-2022,Engineering,244.7708,676,Medak,Oct,Q3,2022
17_1,01-10-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.75,9,Medak,Oct,Q3,2022
17_1,01-10-2022,Food Processing,12.0132,77,Medak,Oct,Q3,2022
17_1,01-10-2022,Pharmaceuticals and Chemicals,55.0,80,Medak,Oct,Q3,2022
17_1,01-10-2022,Plastic and Rubber,4.4151,30,Medak,Oct,Q3,2022
19_2,01-10-2022,Food Processing,0.2,12,Nirmal,Oct,Q3,2022
19_2,01-10-2022,Agro based incl Cold Storages,0.95,5,Nirmal,Oct,Q3,2022
20_1,01-10-2022,Engineering,0.1382,4,Karimnagar,Oct,Q3,2022
14_2,01-10-2022,Food Processing,2.93,18,Jogulamba Gadwal,Oct,Q3,2022
20_1,01-10-2022,Food Processing,0.2,6,Karimnagar,Oct,Q3,2022
20_1,01-10-2022,Others,1.02,21,Karimnagar,Oct,Q3,2022
20_3,01-10-2022,Food Processing,0.75,15,Rajanna Sircilla,Oct,Q3,2022
23_1,01-10-2022,Beverages,0.85,9,Nalgonda,Oct,Q3,2022
23_1,01-10-2022,Food Processing,0.8074,5,Nalgonda,Oct,Q3,2022
23_1,01-10-2022,Others,0.4936,4,Nalgonda,Oct,Q3,2022
23_1,01-10-2022,Pharmaceuticals and Chemicals,8.0,9,Nalgonda,Oct,Q3,2022
20_2,01-10-2022,Food Processing,1.29,39,Jagtial,Oct,Q3,2022
20_2,01-10-2022,Agro based incl Cold Storages,0.2,4,Jagtial,Oct,Q3,2022
15_2,01-10-2022,Electrical and Electronic Products,0.45,23,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,Engineering,16.98,128,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,Others,32.0,100,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,Paper and Printing,0.1,5,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,Pharmaceuticals and Chemicals,20.3871,493,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,Plastic and Rubber,28.9754,85,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,R&D,3.16,11,Medchal_Malkajgiri,Oct,Q3,2022
15_2,01-10-2022,Textiles,5.5,20,Medchal_Malkajgiri,Oct,Q3,2022
15_1,01-10-2022,Textiles,0.25,15,Rangareddy,Oct,Q3,2022
18_2,01-10-2022,Food Processing,2.94,70,Kamareddy,Oct,Q3,2022
18_2,01-10-2022,Textiles,0.055,4,Kamareddy,Oct,Q3,2022
14_1,01-10-2022,Plastic and Rubber,5.817,25,Mahabubnagar,Oct,Q3,2022
20_1,01-10-2022,Granite and Stone Crushing,3.018,80,Karimnagar,Oct,Q3,2022
15_1,01-10-2022,Plastic and Rubber,19.2026,210,Rangareddy,Oct,Q3,2022
18_1,01-10-2022,Plastic and Rubber,0.4,5,Nizamabad,Oct,Q3,2022
15_1,01-10-2022,Pharmaceuticals and Chemicals,0.1,15,Rangareddy,Oct,Q3,2022
23_3,01-10-2022,R&D,12.64,75,Yadadri Bhuvanagiri,Oct,Q3,2022
23_3,01-10-2022,Plastic and Rubber,5.0834,57,Yadadri Bhuvanagiri,Oct,Q3,2022
23_3,01-10-2022,Pharmaceuticals and Chemicals,5.726,39,Yadadri Bhuvanagiri,Oct,Q3,2022
21_6,01-10-2022,Food Processing,2.4,19,Mulugu,Oct,Q3,2022
21_6,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,10,Mulugu,Oct,Q3,2022
23_3,01-10-2022,Others,0.375,10,Yadadri Bhuvanagiri,Oct,Q3,2022
23_3,01-10-2022,Food Processing,4.1267,38,Yadadri Bhuvanagiri,Oct,Q3,2022
21_5,01-10-2022,Food Processing,1.054,9,Mahabubabad,Oct,Q3,2022
21_5,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.351,13,Mahabubabad,Oct,Q3,2022
23_3,01-10-2022,Engineering,13.263,115,Yadadri Bhuvanagiri,Oct,Q3,2022
14_3,01-10-2022,Engineering,3.48,10,Nagarkurnool,Oct,Q3,2022
17_2,01-10-2022,Plastic and Rubber,10.0,20,Sangareddy,Oct,Q3,2022
