dist_code,date,sector,investment in cr,number_of_employees,district,month,quarter,fiscal_year
14_1,01-04-2019,Engineering,2.32,15,Mahabubnagar,Apr,Q1,2019
19_1,01-04-2019,Engineering,0.625,13,Adilabad,Apr,Q1,2019
20_3,01-04-2019,Wood and Leather,0.2,8,Rajanna Sircilla,Apr,Q1,2019
20_3,01-04-2019,Textiles,0.2675,27,Rajanna Sircilla,Apr,Q1,2019
21_5,01-04-2019,Electrical and Electronic Products,0.12,5,Mahabubabad,Apr,Q1,2019
20_3,01-04-2019,Plastic and Rubber,0.15,4,Rajanna Sircilla,Apr,Q1,2019
20_3,01-04-2019,Paper and Printing,0.2,10,Rajanna Sircilla,Apr,Q1,2019
19_2,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,3,Nirmal,Apr,Q1,2019
19_2,01-04-2019,Engineering,0.03,0,Nirmal,Apr,Q1,2019
20_3,01-04-2019,Food Processing,2.02,12,Rajanna Sircilla,Apr,Q1,2019
20_3,01-04-2019,Engineering,0.155,6,Rajanna Sircilla,Apr,Q1,2019
20_3,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.62,28,Rajanna Sircilla,Apr,Q1,2019
23_1,01-04-2019,Plastic and Rubber,1.2916,19,Nalgonda,Apr,Q1,2019
23_1,01-04-2019,Pharmaceuticals and Chemicals,3.0,20,Nalgonda,Apr,Q1,2019
23_1,01-04-2019,Granite and Stone Crushing,0.82,30,Nalgonda,Apr,Q1,2019
23_1,01-04-2019,Food Processing,1.25,20,Nalgonda,Apr,Q1,2019
23_1,01-04-2019,Agro based incl Cold Storages,0.2,10,Nalgonda,Apr,Q1,2019
20_3,01-04-2019,Agro based incl Cold Storages,0.56,24,Rajanna Sircilla,Apr,Q1,2019
15_3,01-04-2019,Agro based incl Cold Storages,0.1952,5,Vikarabad,Apr,Q1,2019
15_3,01-04-2019,Food Processing,0.056,5,Vikarabad,Apr,Q1,2019
19_1,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",19.3702,99,Adilabad,Apr,Q1,2019
14_3,01-04-2019,Food Processing,0.2346,10,Nagarkurnool,Apr,Q1,2019
23_2,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,25,Suryapet,Apr,Q1,2019
23_2,01-04-2019,Granite and Stone Crushing,6.0758,60,Suryapet,Apr,Q1,2019
23_3,01-04-2019,Food Processing,6.1433,50,Yadadri Bhuvanagiri,Apr,Q1,2019
23_3,01-04-2019,Engineering,2.7,20,Yadadri Bhuvanagiri,Apr,Q1,2019
20_4,01-04-2019,Engineering,0.08,3,Peddapalli,Apr,Q1,2019
20_4,01-04-2019,Agro based incl Cold Storages,1.014,8,Peddapalli,Apr,Q1,2019
15_2,01-04-2019,Wood and Leather,1.5304,7,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,"Real Estate,Industrial Parks and IT Buildings",531.0,70,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,R&D,93.0,50,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,Plastic and Rubber,5.5373,75,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,Pharmaceuticals and Chemicals,9.05,503,Medchal_Malkajgiri,Apr,Q1,2019
15_3,01-04-2019,Plastic and Rubber,0.105,6,Vikarabad,Apr,Q1,2019
15_2,01-04-2019,Paper and Printing,6.1237,462,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,Food Processing,0.4225,265,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.05,5,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,Engineering,36.6737,1159,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,Electrical and Electronic Products,14.95,39,Medchal_Malkajgiri,Apr,Q1,2019
15_2,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,4,Medchal_Malkajgiri,Apr,Q1,2019
21_3,01-04-2019,Engineering,0.05,3,Jangoan,Apr,Q1,2019
18_2,01-04-2019,Food Processing,8.9646,73,Kamareddy,Apr,Q1,2019
14_2,01-04-2019,Agro based incl Cold Storages,1.6982,9,Jogulamba Gadwal,Apr,Q1,2019
23_2,01-04-2019,Textiles,0.8,6,Suryapet,Apr,Q1,2019
15_2,01-04-2019,Granite and Stone Crushing,0.0,5,Medchal_Malkajgiri,Apr,Q1,2019
23_3,01-04-2019,Pharmaceuticals and Chemicals,0.0,75,Yadadri Bhuvanagiri,Apr,Q1,2019
15_3,01-04-2019,Wood and Leather,0.145,4,Vikarabad,Apr,Q1,2019
19_3,01-04-2019,Beverages,0.06,3,Mancherial,Apr,Q1,2019
15_1,01-04-2019,Plastic and Rubber,3.59,32,Rangareddy,Apr,Q1,2019
15_1,01-04-2019,"Real Estate,Industrial Parks and IT Buildings",291.7016,14048,Rangareddy,Apr,Q1,2019
19_4,01-04-2019,Agro based incl Cold Storages,0.05,5,Kumurambheem Asifabad,Apr,Q1,2019
19_4,01-04-2019,Food Processing,1.2124,23,Kumurambheem Asifabad,Apr,Q1,2019
22_1,01-04-2019,Agro based incl Cold Storages,0.57,17,Khammam,Apr,Q1,2019
22_1,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.0,25,Khammam,Apr,Q1,2019
22_1,01-04-2019,Food Processing,0.2,4,Khammam,Apr,Q1,2019
22_1,01-04-2019,Granite and Stone Crushing,4.46,32,Khammam,Apr,Q1,2019
22_1,01-04-2019,Paper and Printing,0.4,12,Khammam,Apr,Q1,2019
20_1,01-04-2019,Agro based incl Cold Storages,1.475,53,Karimnagar,Apr,Q1,2019
20_1,01-04-2019,Beverages,0.17,4,Karimnagar,Apr,Q1,2019
20_1,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.24,26,Karimnagar,Apr,Q1,2019
20_1,01-04-2019,Engineering,0.07,4,Karimnagar,Apr,Q1,2019
20_1,01-04-2019,Food Processing,0.6645,20,Karimnagar,Apr,Q1,2019
20_1,01-04-2019,Granite and Stone Crushing,4.7,45,Karimnagar,Apr,Q1,2019
20_1,01-04-2019,Textiles,0.3,6,Karimnagar,Apr,Q1,2019
17_1,01-04-2019,Agro based incl Cold Storages,59.5,800,Medak,Apr,Q1,2019
17_1,01-04-2019,Engineering,1.369,10,Medak,Apr,Q1,2019
17_1,01-04-2019,Solar and Other Renewable Energy,318.25,20,Medak,Apr,Q1,2019
15_1,01-04-2019,Pharmaceuticals and Chemicals,0.9975,7,Rangareddy,Apr,Q1,2019
15_1,01-04-2019,Granite and Stone Crushing,2.53,20,Rangareddy,Apr,Q1,2019
15_1,01-04-2019,Food Processing,0.5456,489,Rangareddy,Apr,Q1,2019
15_1,01-04-2019,Engineering,13.4535,149,Rangareddy,Apr,Q1,2019
19_3,01-04-2019,Food Processing,0.05,2,Mancherial,Apr,Q1,2019
17_2,01-04-2019,Wood and Leather,0.0,12,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,Solar and Other Renewable Energy,27.5,75,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,Plastic and Rubber,33.6,0,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,Pharmaceuticals and Chemicals,9.3749,174,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,Granite and Stone Crushing,4.35,41,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,Food Processing,18.0,250,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,Engineering,3.416,190,Sangareddy,Apr,Q1,2019
17_2,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",8.3,60,Sangareddy,Apr,Q1,2019
14_4,01-04-2019,Granite and Stone Crushing,1.51,50,Wanaparthy,Apr,Q1,2019
22_2,01-04-2019,Paper and Printing,0.2,6,Bhadradri Kothagudem,Apr,Q1,2019
14_5,01-04-2019,Food Processing,0.92,20,Narayanpet,Apr,Q1,2019
22_2,01-04-2019,Beverages,0.06,3,Bhadradri Kothagudem,Apr,Q1,2019
22_2,01-04-2019,Agro based incl Cold Storages,0.165,4,Bhadradri Kothagudem,Apr,Q1,2019
20_2,01-04-2019,Engineering,0.2,2,Jagtial,Apr,Q1,2019
20_2,01-04-2019,Beverages,0.051,2,Jagtial,Apr,Q1,2019
20_2,01-04-2019,Agro based incl Cold Storages,0.17,6,Jagtial,Apr,Q1,2019
21_6,01-04-2019,Food Processing,2.0,25,Mulugu,Apr,Q1,2019
15_1,01-04-2019,Agro based incl Cold Storages,0.55,5,Rangareddy,Apr,Q1,2019
15_1,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.8025,41,Rangareddy,Apr,Q1,2019
22_2,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,Bhadradri Kothagudem,Apr,Q1,2019
23_3,01-04-2019,Plastic and Rubber,0.23,5,Yadadri Bhuvanagiri,Apr,Q1,2019
19_1,01-04-2019,Food Processing,0.098,7,Adilabad,Apr,Q1,2019
21_2,01-04-2019,Textiles,1.4239,16,Warangal,Apr,Q1,2019
18_1,01-04-2019,Pharmaceuticals and Chemicals,0.3,8,Nizamabad,Apr,Q1,2019
14_1,01-04-2019,Paper and Printing,14.4,305,Mahabubnagar,Apr,Q1,2019
21_2,01-04-2019,Food Processing,0.02,2,Warangal,Apr,Q1,2019
18_1,01-04-2019,Agro based incl Cold Storages,0.2,12,Nizamabad,Apr,Q1,2019
21_2,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,16,Warangal,Apr,Q1,2019
21_2,01-04-2019,Agro based incl Cold Storages,0.1,0,Warangal,Apr,Q1,2019
18_1,01-04-2019,Engineering,0.06,4,Nizamabad,Apr,Q1,2019
21_2,01-04-2019,Engineering,0.22,0,Warangal,Apr,Q1,2019
17_3,01-04-2019,Food Processing,3.29,30,Siddipet,Apr,Q1,2019
21_2,01-04-2019,Granite and Stone Crushing,0.6,10,Warangal,Apr,Q1,2019
19_4,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4,Kumurambheem Asifabad,May,Q1,2019
15_3,01-05-2019,Others,2.0646,12,Vikarabad,May,Q1,2019
15_2,01-05-2019,Plastic and Rubber,4.822,46,Medchal_Malkajgiri,May,Q1,2019
15_3,01-05-2019,Granite and Stone Crushing,3.2832,29,Vikarabad,May,Q1,2019
15_3,01-05-2019,Food Processing,0.015,2,Vikarabad,May,Q1,2019
21_6,01-05-2019,Engineering,0.095,5,Mulugu,May,Q1,2019
21_6,01-05-2019,Beverages,0.07,2,Mulugu,May,Q1,2019
21_2,01-05-2019,Food Processing,4.4,102,Warangal,May,Q1,2019
21_2,01-05-2019,Granite and Stone Crushing,0.25,10,Warangal,May,Q1,2019
21_2,01-05-2019,Plastic and Rubber,0.1085,4,Warangal,May,Q1,2019
15_1,01-05-2019,Granite and Stone Crushing,1.1845,26,Rangareddy,May,Q1,2019
15_1,01-05-2019,Food Processing,27.0,316,Rangareddy,May,Q1,2019
15_2,01-05-2019,Pharmaceuticals and Chemicals,14.3966,176,Medchal_Malkajgiri,May,Q1,2019
15_2,01-05-2019,Food Processing,6.7715,337,Medchal_Malkajgiri,May,Q1,2019
15_2,01-05-2019,Others,1.0,100,Medchal_Malkajgiri,May,Q1,2019
15_2,01-05-2019,Engineering,63.6156,843,Medchal_Malkajgiri,May,Q1,2019
15_1,01-05-2019,Engineering,0.0,250,Rangareddy,May,Q1,2019
14_3,01-05-2019,Food Processing,0.63,8,Nagarkurnool,May,Q1,2019
15_1,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.63,7,Rangareddy,May,Q1,2019
15_1,01-05-2019,Beverages,1.3,50,Rangareddy,May,Q1,2019
19_2,01-05-2019,Agro based incl Cold Storages,0.24,20,Nirmal,May,Q1,2019
15_2,01-05-2019,Electrical and Electronic Products,6.5559,67,Medchal_Malkajgiri,May,Q1,2019
21_2,01-05-2019,Textiles,9.5,200,Warangal,May,Q1,2019
20_2,01-05-2019,Granite and Stone Crushing,1.2444,25,Jagtial,May,Q1,2019
15_2,01-05-2019,Agro based incl Cold Storages,0.24,12,Medchal_Malkajgiri,May,Q1,2019
20_2,01-05-2019,Food Processing,11.6225,154,Jagtial,May,Q1,2019
20_2,01-05-2019,Engineering,0.16,5,Jagtial,May,Q1,2019
19_2,01-05-2019,Food Processing,0.0,2,Nirmal,May,Q1,2019
15_2,01-05-2019,Paper and Printing,4.68,24,Medchal_Malkajgiri,May,Q1,2019
15_1,01-05-2019,Plastic and Rubber,11.3063,58,Rangareddy,May,Q1,2019
15_1,01-05-2019,Textiles,2.63,100,Rangareddy,May,Q1,2019
15_3,01-05-2019,Pharmaceuticals and Chemicals,0.145,6,Vikarabad,May,Q1,2019
22_1,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Khammam,May,Q1,2019
22_1,01-05-2019,Engineering,0.39,7,Khammam,May,Q1,2019
21_2,01-05-2019,Agro based incl Cold Storages,0.2,6,Warangal,May,Q1,2019
21_2,01-05-2019,Engineering,0.02,2,Warangal,May,Q1,2019
21_3,01-05-2019,Agro based incl Cold Storages,0.47,10,Jangoan,May,Q1,2019
21_3,01-05-2019,Beverages,0.07,2,Jangoan,May,Q1,2019
22_1,01-05-2019,Agro based incl Cold Storages,0.145,5,Khammam,May,Q1,2019
21_3,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,12,Jangoan,May,Q1,2019
22_1,01-05-2019,Granite and Stone Crushing,4.0194,76,Khammam,May,Q1,2019
21_3,01-05-2019,Food Processing,0.755,50,Jangoan,May,Q1,2019
21_3,01-05-2019,Granite and Stone Crushing,1.0208,10,Jangoan,May,Q1,2019
22_1,01-05-2019,Plastic and Rubber,0.2,9,Khammam,May,Q1,2019
17_1,01-05-2019,Pharmaceuticals and Chemicals,0.35,6,Medak,May,Q1,2019
17_1,01-05-2019,Plastic and Rubber,3.9153,12,Medak,May,Q1,2019
20_1,01-05-2019,Granite and Stone Crushing,3.131,30,Karimnagar,May,Q1,2019
18_2,01-05-2019,Food Processing,5.33,43,Kamareddy,May,Q1,2019
23_1,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.835,20,Nalgonda,May,Q1,2019
23_1,01-05-2019,Food Processing,0.772,10,Nalgonda,May,Q1,2019
15_2,01-05-2019,R&D,0.352,10,Medchal_Malkajgiri,May,Q1,2019
19_2,01-05-2019,Textiles,0.17,10,Nirmal,May,Q1,2019
20_1,01-05-2019,Agro based incl Cold Storages,1.585,34,Karimnagar,May,Q1,2019
20_1,01-05-2019,Beverages,0.25,6,Karimnagar,May,Q1,2019
20_1,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,14,Karimnagar,May,Q1,2019
15_3,01-05-2019,Solar and Other Renewable Energy,0.056,1,Vikarabad,May,Q1,2019
15_2,01-05-2019,"Real Estate,Industrial Parks and IT Buildings",55.5,300,Medchal_Malkajgiri,May,Q1,2019
15_2,01-05-2019,Textiles,0.15,8,Medchal_Malkajgiri,May,Q1,2019
15_2,01-05-2019,Wood and Leather,2.188,52,Medchal_Malkajgiri,May,Q1,2019
20_1,01-05-2019,Engineering,0.03,2,Karimnagar,May,Q1,2019
21_7,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.414,18,Jayashankar Bhupalpally,May,Q1,2019
20_1,01-05-2019,Food Processing,0.6905,24,Karimnagar,May,Q1,2019
18_2,01-05-2019,Agro based incl Cold Storages,0.2,5,Kamareddy,May,Q1,2019
17_1,01-05-2019,Engineering,4.3902,35,Medak,May,Q1,2019
20_1,01-05-2019,Textiles,0.2491,4,Karimnagar,May,Q1,2019
15_1,01-05-2019,"Real Estate,Industrial Parks and IT Buildings",847.817,40250,Rangareddy,May,Q1,2019
21_5,01-05-2019,Agro based incl Cold Storages,0.275,9,Mahabubabad,May,Q1,2019
17_1,01-05-2019,Food Processing,0.25,16,Medak,May,Q1,2019
21_5,01-05-2019,Engineering,0.035,5,Mahabubabad,May,Q1,2019
21_5,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,15,Mahabubabad,May,Q1,2019
18_1,01-05-2019,Engineering,0.021,3,Nizamabad,May,Q1,2019
18_1,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1575,4,Nizamabad,May,Q1,2019
14_1,01-05-2019,Pharmaceuticals and Chemicals,66.9,190,Mahabubnagar,May,Q1,2019
14_1,01-05-2019,Granite and Stone Crushing,0.0,1000,Mahabubnagar,May,Q1,2019
14_1,01-05-2019,Food Processing,3.78,90,Mahabubnagar,May,Q1,2019
14_1,01-05-2019,Electrical and Electronic Products,10.67,30,Mahabubnagar,May,Q1,2019
18_1,01-05-2019,Beverages,0.22,2,Nizamabad,May,Q1,2019
17_2,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.692,40,Sangareddy,May,Q1,2019
17_3,01-05-2019,R&D,4.8,40,Siddipet,May,Q1,2019
17_3,01-05-2019,Granite and Stone Crushing,0.2,11,Siddipet,May,Q1,2019
20_4,01-05-2019,Granite and Stone Crushing,0.9284,18,Peddapalli,May,Q1,2019
23_3,01-05-2019,Engineering,1.864,15,Yadadri Bhuvanagiri,May,Q1,2019
17_2,01-05-2019,Granite and Stone Crushing,0.04,6,Sangareddy,May,Q1,2019
17_2,01-05-2019,Others,57.81,45,Sangareddy,May,Q1,2019
17_2,01-05-2019,Paper and Printing,0.43,8,Sangareddy,May,Q1,2019
17_2,01-05-2019,Pharmaceuticals and Chemicals,30.8268,1033,Sangareddy,May,Q1,2019
17_2,01-05-2019,Plastic and Rubber,0.24,0,Sangareddy,May,Q1,2019
17_2,01-05-2019,R&D,0.3,10,Sangareddy,May,Q1,2019
17_2,01-05-2019,Wood and Leather,0.75,10,Sangareddy,May,Q1,2019
23_3,01-05-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.11,5,Yadadri Bhuvanagiri,May,Q1,2019
23_3,01-05-2019,Textiles,0.44,22,Yadadri Bhuvanagiri,May,Q1,2019
17_3,01-05-2019,Food Processing,35.21,120,Siddipet,May,Q1,2019
17_3,01-05-2019,Agro based incl Cold Storages,0.8362,58,Siddipet,May,Q1,2019
17_2,01-05-2019,Engineering,60.3915,895,Sangareddy,May,Q1,2019
18_1,01-05-2019,Others,0.515,8,Nizamabad,May,Q1,2019
18_1,01-05-2019,Food Processing,0.02,9,Nizamabad,May,Q1,2019
20_2,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.906,22,Jagtial,May,Q1,2019
20_2,01-05-2019,Beverages,0.29,14,Jagtial,May,Q1,2019
19_3,01-05-2019,Food Processing,0.7104,17,Mancherial,May,Q1,2019
20_4,01-05-2019,Agro based incl Cold Storages,0.6925,19,Peddapalli,May,Q1,2019
20_4,01-05-2019,Beverages,0.1987,4,Peddapalli,May,Q1,2019
20_4,01-05-2019,Engineering,0.055,2,Peddapalli,May,Q1,2019
21_5,01-05-2019,Textiles,0.11,5,Mahabubabad,May,Q1,2019
21_5,01-05-2019,Pharmaceuticals and Chemicals,0.0275,5,Mahabubabad,May,Q1,2019
21_5,01-05-2019,Granite and Stone Crushing,0.52,15,Mahabubabad,May,Q1,2019
20_3,01-05-2019,Textiles,0.46,23,Rajanna Sircilla,May,Q1,2019
23_2,01-05-2019,Pharmaceuticals and Chemicals,15.5,0,Suryapet,May,Q1,2019
19_3,01-05-2019,Agro based incl Cold Storages,1.0,45,Mancherial,May,Q1,2019
22_2,01-05-2019,Paper and Printing,0.45,10,Bhadradri Kothagudem,May,Q1,2019
20_3,01-05-2019,Granite and Stone Crushing,1.25,46,Rajanna Sircilla,May,Q1,2019
20_3,01-05-2019,Food Processing,0.14,5,Rajanna Sircilla,May,Q1,2019
20_3,01-05-2019,Agro based incl Cold Storages,0.44,18,Rajanna Sircilla,May,Q1,2019
20_3,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8,Rajanna Sircilla,May,Q1,2019
22_2,01-05-2019,Beverages,0.08,4,Bhadradri Kothagudem,May,Q1,2019
20_2,01-05-2019,Agro based incl Cold Storages,1.141,14,Jagtial,May,Q1,2019
22_2,01-05-2019,Food Processing,0.08,6,Bhadradri Kothagudem,May,Q1,2019
20_2,01-06-2019,Agro based incl Cold Storages,0.5815,10,Jagtial,Jun,Q1,2019
15_3,01-06-2019,Granite and Stone Crushing,0.2308,15,Vikarabad,Jun,Q1,2019
19_3,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,9,Mancherial,Jun,Q1,2019
23_3,01-06-2019,Food Processing,3.608,10,Yadadri Bhuvanagiri,Jun,Q1,2019
23_3,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,25,Yadadri Bhuvanagiri,Jun,Q1,2019
19_2,01-06-2019,Food Processing,1.2,15,Nirmal,Jun,Q1,2019
19_2,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,15,Nirmal,Jun,Q1,2019
21_5,01-06-2019,Wood and Leather,0.03,5,Mahabubabad,Jun,Q1,2019
21_5,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.035,10,Mahabubabad,Jun,Q1,2019
15_2,01-06-2019,Granite and Stone Crushing,1.1,6,Medchal_Malkajgiri,Jun,Q1,2019
19_3,01-06-2019,Engineering,0.19,5,Mancherial,Jun,Q1,2019
20_2,01-06-2019,Beverages,0.165,6,Jagtial,Jun,Q1,2019
21_6,01-06-2019,Food Processing,0.868,10,Mulugu,Jun,Q1,2019
21_2,01-06-2019,Food Processing,0.05,2,Warangal,Jun,Q1,2019
15_1,01-06-2019,Textiles,0.235,0,Rangareddy,Jun,Q1,2019
15_1,01-06-2019,"Real Estate,Industrial Parks and IT Buildings",270.0,1410,Rangareddy,Jun,Q1,2019
15_1,01-06-2019,Plastic and Rubber,0.3545,8,Rangareddy,Jun,Q1,2019
15_1,01-06-2019,Others,0.7076,20,Rangareddy,Jun,Q1,2019
22_2,01-06-2019,Others,1.4197,0,Bhadradri Kothagudem,Jun,Q1,2019
22_2,01-06-2019,Food Processing,0.07,6,Bhadradri Kothagudem,Jun,Q1,2019
22_2,01-06-2019,Agro based incl Cold Storages,0.26,7,Bhadradri Kothagudem,Jun,Q1,2019
21_2,01-06-2019,Wood and Leather,0.5,10,Warangal,Jun,Q1,2019
15_1,01-06-2019,Food Processing,0.24,50,Rangareddy,Jun,Q1,2019
21_2,01-06-2019,Engineering,0.1415,4,Warangal,Jun,Q1,2019
14_4,01-06-2019,Food Processing,1.7,17,Wanaparthy,Jun,Q1,2019
15_1,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,20,Rangareddy,Jun,Q1,2019
20_2,01-06-2019,Granite and Stone Crushing,0.245,12,Jagtial,Jun,Q1,2019
20_2,01-06-2019,Textiles,0.23,8,Jagtial,Jun,Q1,2019
23_3,01-06-2019,Wood and Leather,0.3,20,Yadadri Bhuvanagiri,Jun,Q1,2019
15_1,01-06-2019,Agro based incl Cold Storages,4.05,33,Rangareddy,Jun,Q1,2019
21_2,01-06-2019,Textiles,8.55,180,Warangal,Jun,Q1,2019
23_3,01-06-2019,Paper and Printing,0.15,20,Yadadri Bhuvanagiri,Jun,Q1,2019
20_2,01-06-2019,Engineering,0.07,4,Jagtial,Jun,Q1,2019
21_7,01-06-2019,Food Processing,0.8758,19,Jayashankar Bhupalpally,Jun,Q1,2019
15_1,01-06-2019,Engineering,1.2765,35,Rangareddy,Jun,Q1,2019
21_2,01-06-2019,Granite and Stone Crushing,3.01,23,Warangal,Jun,Q1,2019
21_5,01-06-2019,Agro based incl Cold Storages,0.035,5,Mahabubabad,Jun,Q1,2019
22_1,01-06-2019,Engineering,0.28,6,Khammam,Jun,Q1,2019
20_4,01-06-2019,Agro based incl Cold Storages,0.676,4,Peddapalli,Jun,Q1,2019
20_4,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8,Peddapalli,Jun,Q1,2019
20_4,01-06-2019,Engineering,0.057,4,Peddapalli,Jun,Q1,2019
20_4,01-06-2019,Others,316.759,28,Peddapalli,Jun,Q1,2019
22_1,01-06-2019,Agro based incl Cold Storages,0.8588,16,Khammam,Jun,Q1,2019
22_1,01-06-2019,Beverages,7.7049,0,Khammam,Jun,Q1,2019
22_1,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5,Khammam,Jun,Q1,2019
17_3,01-06-2019,Wood and Leather,1.4711,50,Siddipet,Jun,Q1,2019
22_1,01-06-2019,Food Processing,0.1275,5,Khammam,Jun,Q1,2019
22_1,01-06-2019,Granite and Stone Crushing,0.6,9,Khammam,Jun,Q1,2019
20_3,01-06-2019,Textiles,0.25,10,Rajanna Sircilla,Jun,Q1,2019
20_3,01-06-2019,Engineering,0.31,10,Rajanna Sircilla,Jun,Q1,2019
23_2,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",390.0,100,Suryapet,Jun,Q1,2019
20_3,01-06-2019,Agro based incl Cold Storages,0.695,28,Rajanna Sircilla,Jun,Q1,2019
22_1,01-06-2019,Others,1.29,15,Khammam,Jun,Q1,2019
22_1,01-06-2019,Paper and Printing,2.03,10,Khammam,Jun,Q1,2019
17_1,01-06-2019,Food Processing,2.0,50,Medak,Jun,Q1,2019
15_2,01-06-2019,Agro based incl Cold Storages,4.7188,15,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8048,35,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,Wood and Leather,0.25,6,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,R&D,1.9,20,Medchal_Malkajgiri,Jun,Q1,2019
14_1,01-06-2019,Pharmaceuticals and Chemicals,0.2475,8,Mahabubnagar,Jun,Q1,2019
14_1,01-06-2019,Plastic and Rubber,90.5231,200,Mahabubnagar,Jun,Q1,2019
18_1,01-06-2019,Agro based incl Cold Storages,0.18,2,Nizamabad,Jun,Q1,2019
18_1,01-06-2019,Engineering,0.3877,13,Nizamabad,Jun,Q1,2019
18_1,01-06-2019,Food Processing,0.03,1,Nizamabad,Jun,Q1,2019
18_1,01-06-2019,Paper and Printing,0.25,16,Nizamabad,Jun,Q1,2019
18_1,01-06-2019,Wood and Leather,0.03,2,Nizamabad,Jun,Q1,2019
15_2,01-06-2019,Paper and Printing,0.25,4,Medchal_Malkajgiri,Jun,Q1,2019
20_1,01-06-2019,Granite and Stone Crushing,3.4,82,Karimnagar,Jun,Q1,2019
15_2,01-06-2019,Pharmaceuticals and Chemicals,6.9074,79,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,Food Processing,0.13,13,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,10,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,Engineering,7.5668,146,Medchal_Malkajgiri,Jun,Q1,2019
15_2,01-06-2019,Electrical and Electronic Products,4.8646,186,Medchal_Malkajgiri,Jun,Q1,2019
20_1,01-06-2019,Agro based incl Cold Storages,0.5718,10,Karimnagar,Jun,Q1,2019
20_1,01-06-2019,Beverages,0.64,15,Karimnagar,Jun,Q1,2019
20_1,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.68,26,Karimnagar,Jun,Q1,2019
20_1,01-06-2019,Food Processing,0.832,23,Karimnagar,Jun,Q1,2019
15_2,01-06-2019,Plastic and Rubber,4.9015,108,Medchal_Malkajgiri,Jun,Q1,2019
